username,register_ts,device_os,lang,country,day_reg
jennifer74,2022-09-13 19:22:25,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2022-09-13
tammyfletcher,2022-06-09 23:34:26,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-06-09
nataliewilliams,2022-05-30 11:31:18,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-05-30
kathrynbell,2023-04-16 15:47:48,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2023-04-16
ahale,2022-10-25 17:37:42,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-10-25
pdiaz,2022-10-03 14:39:16,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-03
ystone,2022-07-22 16:48:43,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-07-22
philip12,2022-10-29 20:56:14,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2022-10-29
logan46,2022-04-20 09:56:16,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-04-20
ecastillo,2023-01-26 23:14:27,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2023-01-26
michelleclark,2022-08-14 05:07:07,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-08-14
samuelthomas,2022-05-12 08:29:30,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-05-12
prattmichael,2022-12-23 19:00:02,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-12-23
micheleroberson,2022-07-08 19:51:35,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-07-08
gloversherry,2022-12-29 00:54:58,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-12-29
lovejudith,2022-10-21 08:48:00,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-10-21
chapmanruth,2023-04-04 19:40:42,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2023-04-04
williamgilbert,2022-09-06 16:25:51,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-09-06
garciawilliam,2023-06-14 09:39:58,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-06-14
mooremegan,2022-04-08 22:41:47,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-04-08
contrerasanne,2023-05-09 11:11:37,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-05-09
cbaker,2022-11-11 09:59:36,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-11-11
jhansen,2023-04-17 14:50:53,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-04-17
blackcarol,2022-12-10 20:30:17,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-12-10
tbeltran,2022-11-14 20:48:00,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-11-14
melinda18,2022-09-23 09:58:58,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2022-09-23
paul30,2023-04-16 17:47:32,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-04-16
travissantos,2023-05-28 19:04:40,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2023-05-28
gsaunders,2023-02-17 17:24:31,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2023-02-17
cpreston,2022-07-24 21:24:19,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-07-24
framos,2022-09-17 19:29:14,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-09-17
kgrimes,2022-06-13 21:46:39,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-06-13
rodneywhite,2022-06-15 09:09:47,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-06-15
brownandrew,2022-08-08 15:26:13,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-08-08
hserrano,2022-06-17 21:37:29,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-06-17
lpearson,2022-06-11 23:04:11,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-06-11
yswanson,2023-01-10 21:29:28,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-01-10
brianevans,2022-06-25 15:54:36,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-06-25
pmorrison,2022-10-11 10:54:45,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-10-11
joneslee,2022-08-09 23:54:11,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-08-09
allison74,2022-09-09 12:23:19,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-09-09
uibarra,2022-06-01 22:34:45,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-06-01
fordmatthew,2023-02-21 14:34:26,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2023-02-21
richardpatterson,2023-01-12 21:59:34,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-01-12
meganandrews,2023-02-13 19:51:47,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-02-13
karenbyrd,2022-06-01 19:21:09,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-06-01
ebolton,2022-04-05 16:14:30,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-04-05
adrianwaller,2022-09-15 20:23:45,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-09-15
louis96,2022-08-01 20:52:12,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-08-01
mperez,2022-06-17 19:13:56,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-06-17
meganmerritt,2023-04-08 04:21:42,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-04-08
aliciahall,2022-08-16 19:48:18,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-08-16
michael48,2023-01-26 22:07:19,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-01-26
brandi24,2022-12-14 02:00:33,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-12-14
johnsonjo,2022-03-31 19:27:35,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country3,2022-03-31
josephnguyen,2022-10-04 14:56:31,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-10-04
randallpierce,2022-11-23 20:37:43,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-11-23
laurasavage,2022-09-25 06:59:05,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-09-25
madelinehill,2022-04-20 17:11:42,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-04-20
olivia70,2022-05-31 22:28:50,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country2,2022-05-31
peter38,2023-04-07 09:33:19,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country3,2023-04-07
selenabarrett,2022-06-11 17:25:04,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-06-11
emmamoran,2022-08-24 16:48:08,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2022-08-24
jeffrey91,2022-04-14 17:29:20,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-04-14
tayloramanda,2022-10-12 19:10:50,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country1,2022-10-12
lunaeric,2023-05-16 20:59:01,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country1,2023-05-16
gabriel66,2023-06-01 20:52:25,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-06-01
shannonsantiago,2022-07-08 19:04:30,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-07-08
kaylaschneider,2023-05-27 18:14:19,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-05-27
jasonpeterson,2022-10-24 11:48:13,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2022-10-24
christopherturner,2022-05-27 21:53:24,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country3,2022-05-27
chelsea44,2023-05-16 18:16:40,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2023-05-16
randy61,2023-04-22 20:46:56,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-04-22
fhorn,2022-07-20 12:02:26,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-07-20
edward31,2023-05-06 09:55:12,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2023-05-06
rharris,2022-08-13 19:10:05,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang1,country2,2022-08-13
mcdanielmargaret,2022-11-20 14:28:50,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2022-11-20
kimberly67,2023-05-09 01:32:34,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2023-05-09
cindy19,2023-02-20 12:24:03,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2023-02-20
jamesmiles,2022-07-03 22:05:20,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-07-03
oschmidt,2023-05-19 09:19:47,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-05-19
samuel38,2022-10-24 11:02:22,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang1,country3,2022-10-24
carllewis,2022-12-17 21:19:38,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-12-17
josehill,2022-12-03 12:31:22,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-12-03
erica73,2022-07-24 15:36:29,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country3,2022-07-24
jessicabyrd,2022-06-26 13:11:05,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-06-26
robin05,2022-06-24 14:06:31,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-06-24
xcollins,2022-06-29 00:25:01,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2022-06-29
pharris,2022-03-29 11:20:37,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-03-29
lisamorales,2023-04-17 13:42:26,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-04-17
zalvarez,2022-10-20 16:05:58,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2022-10-20
andrewtaylor,2022-11-17 08:02:58,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2022-11-17
bhorton,2023-03-03 22:44:33,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country1,2023-03-03
shanemorales,2022-12-21 17:06:38,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-21
jesse84,2022-07-02 15:55:06,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-07-02
sanchezmelissa,2023-02-15 08:09:26,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-02-15
kayla57,2022-10-14 05:30:54,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country1,2022-10-14
debragill,2022-04-16 21:20:22,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country2,2022-04-16
pollardfrank,2023-02-03 11:47:07,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2023-02-03
rickygarrett,2022-04-24 02:31:26,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-04-24
reyesmelanie,2023-01-14 19:55:33,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-01-14
mary37,2022-06-14 14:47:51,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-06-14
xburke,2023-03-16 09:19:25,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2023-03-16
jessicaanderson,2022-09-23 22:09:54,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-09-23
michaelmooney,2022-08-03 16:09:36,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country1,2022-08-03
amanda55,2023-04-16 07:03:23,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2023-04-16
matthew33,2022-11-23 12:05:18,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-11-23
lisa38,2022-05-26 21:21:17,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-05-26
nicole90,2022-12-16 13:48:49,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-12-16
stonestacy,2022-07-06 07:41:24,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-07-06
rsantos,2023-01-11 19:07:31,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2023-01-11
jschwartz,2022-06-08 09:23:09,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country2,2022-06-08
crawfordemily,2022-08-10 10:42:08,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-08-10
salinasbrandon,2022-05-06 10:15:46,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-05-06
hansonkristy,2022-04-18 18:20:20,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-04-18
martinezgabriel,2023-01-01 17:17:02,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-01-01
tammyjohnson,2022-10-12 23:37:51,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-10-12
mariamoss,2022-06-30 10:48:05,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-06-30
gmartinez,2023-01-03 16:46:36,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country1,2023-01-03
kevin28,2022-04-02 20:57:28,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country3,2022-04-02
beltrankevin,2023-03-30 17:20:42,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang2,country2,2023-03-30
rodneywilliams,2022-05-22 19:44:17,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-22
bernardjose,2022-04-25 08:03:43,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-04-25
emcclure,2022-04-21 08:04:16,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-04-21
woodsjulie,2023-02-09 16:49:20,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country3,2023-02-09
joseph85,2022-07-27 08:35:52,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country2,2022-07-27
jenniferwalker,2022-12-27 17:09:17,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-12-27
murraystephen,2023-03-02 17:47:17,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2023-03-02
tarakerr,2022-09-18 22:25:29,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-09-18
tmitchell,2023-06-08 09:19:24,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang2,country2,2023-06-08
imurphy,2022-09-28 09:05:06,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang2,country2,2022-09-28
sara85,2022-11-02 09:26:36,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country1,2022-11-02
nicholas46,2022-11-14 17:56:09,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country3,2022-11-14
henry49,2023-01-27 08:05:32,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-01-27
blankenshipmaria,2022-05-08 15:12:33,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-08
perezmargaret,2022-12-07 20:22:36,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2022-12-07
robertsonerin,2022-10-07 22:32:58,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2022-10-07
tammy37,2022-07-23 17:31:01,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country2,2022-07-23
margaretsharp,2022-05-31 10:33:51,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2022-05-31
yhernandez,2023-01-09 21:53:25,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2023-01-09
wrightrobert,2022-10-25 13:49:34,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-10-25
mike47,2022-04-20 23:21:04,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-04-20
nathaniel08,2022-05-06 19:36:39,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country3,2022-05-06
ethan24,2023-03-27 11:58:38,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2023-03-27
maguirre,2022-06-24 16:54:39,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country1,2022-06-24
alanschneider,2023-04-17 16:13:09,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang2,country2,2023-04-17
albertwebb,2022-07-01 09:43:18,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang1,country2,2022-07-01
justin04,2022-12-05 17:30:35,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-12-05
perezkara,2023-03-05 12:35:48,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-03-05
lunadavid,2022-09-14 04:52:22,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang2,country2,2022-09-14
rangelrobert,2022-06-12 00:50:01,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country2,2022-06-12
sjohnston,2023-03-09 09:35:22,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2023-03-09
drakeangela,2023-02-16 19:54:22,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2023-02-16
brandtalexa,2023-03-08 10:47:00,iPad; CPU iPad OS 10_3_4 like Mac OS X,lang2,country2,2023-03-08
andre95,2023-04-12 17:25:40,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-04-12
sylviahenderson,2023-05-17 20:31:58,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-05-17
hopkinsemily,2022-06-26 14:56:40,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang1,country3,2022-06-26
yconrad,2022-10-03 07:03:16,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-10-03
jlambert,2022-10-14 23:54:45,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2022-10-14
chris71,2022-11-03 05:38:43,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang2,country2,2022-11-03
austin29,2022-07-16 03:59:08,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country2,2022-07-16
jaclyn67,2023-01-06 22:07:15,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2023-01-06
btrevino,2022-10-16 18:15:38,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country3,2022-10-16
johnsonmelissa,2023-01-20 15:42:41,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-01-20
fsanchez,2022-09-07 17:32:12,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2022-09-07
eric36,2022-04-25 08:11:13,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-04-25
kelly55,2022-12-04 17:01:29,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country3,2022-12-04
walvarez,2023-06-09 14:18:47,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2023-06-09
brownchristopher,2022-07-09 16:13:00,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang1,country2,2022-07-09
jordanjohn,2023-04-29 10:20:02,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang2,country2,2023-04-29
timothyhale,2022-11-25 17:07:42,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2022-11-25
evillegas,2023-03-01 11:13:37,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-03-01
christinaconley,2022-07-22 20:36:39,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country1,2022-07-22
kelsey13,2022-08-05 19:25:02,iPad; CPU iPad OS 14_2 like Mac OS X,lang1,country2,2022-08-05
wmyers,2022-05-29 19:58:00,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2022-05-29
caseyfreeman,2022-05-25 16:51:52,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country2,2022-05-25
ericabrown,2023-02-08 03:40:22,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2023-02-08
onovak,2022-05-01 19:52:55,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2022-05-01
iharper,2023-03-06 14:28:52,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-03-06
catherine21,2023-03-11 16:11:40,iPad; CPU iPad OS 12_4_8 like Mac OS X,lang2,country2,2023-03-11
seangoodman,2022-06-28 15:55:53,iPhone; CPU iPhone OS 5_1_1 like Mac OS X,lang1,country2,2022-06-28
tinasmith,2022-06-06 15:24:17,iPad; CPU iPad OS 6_1_6 like Mac OS X,lang1,country2,2022-06-06
stephanie66,2022-08-06 16:41:03,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country2,2022-08-06
adamjones,2022-12-27 21:00:03,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang1,country3,2022-12-27
tinawilliams,2022-12-25 10:39:45,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-12-25
jmarquez,2022-09-09 17:51:20,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang2,country2,2022-09-09
johnsthomas,2023-03-28 20:23:05,iPhone; CPU iPhone OS 7_1_2 like Mac OS X,lang2,country2,2023-03-28
mark84,2022-10-05 11:53:00,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country1,2022-10-05
todd64,2022-07-03 18:33:23,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-07-03
ddavidson,2022-04-05 19:42:02,iPhone; CPU iPhone OS 12_4_8 like Mac OS X,lang1,country2,2022-04-05
kennethbauer,2022-06-07 21:17:47,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang1,country2,2022-06-07
joelparker,2022-06-21 23:19:09,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country1,2022-06-21
joshua61,2022-09-22 21:37:18,iPad; CPU iPad OS 10_3_3 like Mac OS X,lang2,country2,2022-09-22
vstevens,2022-09-28 07:57:59,iPhone; CPU iPhone OS 4_2_1 like Mac OS X,lang2,country2,2022-09-28
michaelclark,2022-11-02 22:02:36,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang2,country2,2022-11-02
andrea26,2022-08-15 05:12:47,iPad; CPU iPad OS 5_1_1 like Mac OS X,lang2,country2,2022-08-15
qmcclain,2023-04-26 19:39:24,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2023-04-26
trevorluna,2023-01-19 00:54:04,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2023-01-19
gcook,2022-12-08 19:58:21,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang2,country2,2022-12-08
ywalker,2022-04-26 23:08:35,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-04-26
brian77,2023-03-05 18:59:15,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2023-03-05
brittneycarpenter,2023-03-06 13:27:54,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang2,country2,2023-03-06
egoodwin,2023-01-02 19:31:51,iPad; CPU iPad OS 9_3_5 like Mac OS X,lang1,country1,2023-01-02
hernandeztimothy,2022-07-29 01:16:42,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-07-29
patrick87,2022-09-27 15:52:57,iPhone; CPU iPhone OS 9_3_6 like Mac OS X,lang2,country2,2022-09-27
elliottethan,2022-12-29 08:41:00,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang2,country2,2022-12-29
elizabethcollins,2022-06-21 18:30:07,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country2,2022-06-21
michaelfritz,2023-03-03 17:47:48,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang2,country2,2023-03-03
tlewis,2023-01-02 16:37:29,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country1,2023-01-02
christianlopez,2022-04-28 14:07:33,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-04-28
hannah91,2023-02-28 09:40:34,iPad; CPU iPad OS 3_1_3 like Mac OS X,lang1,country1,2023-02-28
timothy34,2023-04-26 19:51:45,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang2,country2,2023-04-26
katherine12,2022-06-19 12:25:33,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country3,2022-06-19
pooleolivia,2022-11-15 16:16:15,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country3,2022-11-15
delgadojohn,2022-05-21 13:39:59,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country2,2022-05-21
bradleyramirez,2023-05-28 13:52:53,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang1,country3,2023-05-28
beverlysmith,2023-03-14 12:04:57,iPad; CPU iPad OS 14_2 like Mac OS X,lang2,country2,2023-03-14
riverachristina,2022-05-24 12:35:52,iPad; CPU iPad OS 7_1_2 like Mac OS X,lang1,country3,2022-05-24
kristin40,2023-06-23 04:33:20,iPhone; CPU iPhone OS 14_2_1 like Mac OS X,lang1,country3,2023-06-23
edwardturner,2022-11-10 17:17:01,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country3,2022-11-10
kevin45,2023-02-06 18:10:23,iPhone; CPU iPhone OS 9_3_5 like Mac OS X,lang1,country1,2023-02-06
jenniferlester,2022-03-30 11:02:58,iPhone; CPU iPhone OS 10_3_3 like Mac OS X,lang1,country2,2022-03-30
osingh,2022-10-21 22:28:12,iPad; CPU iPad OS 9_3_6 like Mac OS X,lang2,country2,2022-10-21
dawnsanders,2023-01-13 00:33:29,iPad; CPU iPad OS 4_2_1 like Mac OS X,lang1,country3,2023-01-13
roseandrea,2023-06-03 14:01:14,iPhone; CPU iPhone OS 3_1_3 like Mac OS X,lang1,country3,2023-06-03
melissa29,2022-04-05 21:06:25,iPad; CPU iPad OS 14_2_1 like Mac OS X,lang1,country2,2022-04-05
arichmond,2022-04-24 14:08:59,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country2,2022-04-24
lisa94,2022-08-16 18:16:10,iPhone; CPU iPhone OS 6_1_6 like Mac OS X,lang1,country1,2022-08-16
bhicks,2022-03-31 17:19:35,iPhone; CPU iPhone OS 10_3_4 like Mac OS X,lang1,country2,2022-03-31
alejandro93,2023-03-13 09:04:08,iPhone; CPU iPhone OS 14_2 like Mac OS X,lang1,country1,2023-03-13
